SentenceID,Formality,Sentence
3VMHWJRYHUFB4G0NGCZ1PM3VQ0KXFP,3.4,"""We have the beaches closed to provide an onshore refuge for the birds,"" Escobar said."
3H6W48L9F3O86TKRKAZKZX3SJ42PWS,4.0,"""We have to find a solution to the crisis and that's the whole objective,"" he said."
3J94SKDEKHO54D2HJ0LG939QLOVD5L,2.4,We have Ubuntu on the first partition on 2nd hard disk; everything is fine till it stops the loading and shows the error 7 and asks for the terminal.
34OWYT6U3VG5DBKFE4Z8CGU5ZPMI9J,2.2,We hope you have a happy Googleween!
302OLP89DY6S5R8KE0HMX87US2KACO,3.6,"We imagine you guys feel the same way -- this pumpkin placed first in the poll by a huge margin, garnering 3,303 votes!"
39I4RL8QGIG4KA3JRRLWVWIADKSH4S,2.8,We intend to fly from Chicago to Buffalo New York on 1st of May.
3I6NF2WGIFV8GXC8LQMOFOCNYGB5GN,3.6,Weis said Clausen hurt his toe earlier in the game but it was nothing that would've prevented him from going back on the field if needed.
3X55NP42ENFBFVI3AQOIU0SVLB6P3K,2.8,Weis said Crist thought he heard something in his knee when he went down.
3PN6H8C9R3P2AJEYEWCXHEPCD2WADO,2.6,We just decided on this trip.
3OWZNK3RYKOZMIUGNC97LWA2NEZ2UJ,2.6,"""We just heard this real roar, I thought we were about to lose half our roof,"" she said."
30U1YOGZG9V6AF0SVWYO2EJIZ83SD2,2.8,We just walk the 2 miles or so around Mirror Lake.
3OID399FXF6X6AV6PCYPVF03AI9FD6,3.0,We just want to see the field from the inside.
3YZ7A3YHR4SB62LZGQG542VQMR4S5T,4.0,"""We knew he was a real intelligent Marine,"" Arreola said of Cpl. Peter Giannopoulos of Inverness."
3OWZNK3RYKOZMIUGNC97LWA2NEYU2A,3.8,"""We knew it was for our own good. It had its purpose, being tough with us,"" Arreola said."
3BO3NEOQMZGJIUUK6AD88B5P574IAY,2.6,"""We know that courtyard, and we've been waiting for something to happen there."
37M4O367VIH8878UWTKJSTWKU2MM5B,2.0,"We know there must be plenty of hidden local gems in NY...many which you would most likely keep ""hidden"" for yourselves I am sure.."
3R868ACW4RB6NBWXSET44SJIZFIZGN,3.8,"""We know they have the ability to survive longer than you might expect."""
38LRF35D5KVO70QZRCNC46FUTSYU3L,3.0,"We like all sorts of food except the 13 year old who could survive on chicken fingers, hot dogs and pizza only."
3R5LWXWHRZ7HIGWIRW5J7737RFKXGO,3.8,"""Well, all this stuff about having to choose between glee and football is making it hard for me to lead. Leaders are supposed to see things that other guys don't, right, like they can imagine a future when things are better. . . . I see a future where it's cool to be in glee club, where you can play football and sing and dance and no one gets down on you for it. The more different you are, the better. . . . I don't want to have to choose between them anymore. It's not cool."""
30QQTY5GMJJ68JRMTOQ2HNRAYUL7U4,4.0,We'll be continuing to explore the Verizon DROID by Motorola this weekend in the run-up to the full SlashGear review next week.
3Z56AA6EK3Z4RB881CUOKZAKQXXM6R,3.6,"We'll be emailing the winners shortly to inform them about receiving their bounty; for the rest of you, have an unbelievably happy Halloween!"
3BS6ERDL9261NH2VOJVL19NQHJ6D61,2.8,"We'll be updating this thing pretty frequently, and a million Gizmodo readers can do a better job at sorting through the app mess than a single Gizmodo editor."
3UUSLRKAUK2KRHG07T0D7NNMCUQD70,2.8,"""We'll go fishing when we get back,"" Arreola recalled Hammond telling him."
30P8I9JKOHKRYU23ALLAFPFXLVZV52,2.2,"Well I couldn't install, but then was able to go through the text mode install using the Alternative cd."
3AC6MFV69JHKN7R8CKBMPSVJEFVZHM,1.8,Well I finally figured it out.
31ANT7FQN71MGT7J5W460OOODGO5HM,2.2,"Well if you're looking for lobster, the place to go in montauk is Gosmans Restaurant."
3ECKRY5B1PVKJ22SI2T7P4WYESAZIF,1.4,Well i have a .bin .cue file that i need to burn as .iso
3MXX6RQ9EU4WXR17A4T145K1ZB2P45,2.8,"Well, I haven't yet tried to launch the entire command dpkg-reconfigure -phigh xserver-xorg but simply the usual dpkg-reconfigure xserver-xorg and it shows all correct parameters."
39AYGO6AFEJA9TT8DD9OXEZKVN8N6T,3.4,"Well, it seems that removing the mol networking stuff and switching my router to wep instead of wpa has left me with (so far) totally reliable networking."
3XDJY5RK5RK9PW93RQSVEB707SUU46,1.4,"Well, man, it does."
35A1YQPVFDFMCOI3BEMR00P3DT35IF,2.4,"Well, maybe she didn't really force him since it looks like wearing a dress and lipstick is giving him the drips."
3QI9WAYOGPA7P6LDL9QAW89QIMFS69,2.0,"Well, now I'm ready to go back to Mac OS X, but I can't figure out how to do this!"
3A520CCNWMZ72PSYARNHNW7XDEXAEH,3.6,"Well, now we have something new on The Expendables front - an exclusive from the director and star of the film: Stallone himself."
3909MD9T2YG2YG96L7991XIOAUAFEZ,2.0,"Well, the job is demanding as hell and requires extended periods of separation, for one."
3S1L4CQSFW4Z83SU527N5ESXPFCAFZ,1.4,"Well, tough cookies, mister."
3BAWBGQGYKY6LYGMYE07D9TTC1U7VT,3.0,We'll try to cover as much as we can.
3OKP4QVBP1W5M3OPGMD5NZS9QUCAGY,2.0,"Well we have several, your best start would be: www.lakegeorge.com"
3SCKNODZ0WFTDT7DWNEG3SZGQYSN7S,1.8,"Well, well, well, after much rumor and speculation, we can finally lay to rest the long-standing rumor of the ""gphone,"" or Google's answer to the iPhone."
39KV3A5D176QT6ZI4JV22M9MDXZS78,3.6,"Well, you'll recall that Foley was a frequent guest star on Scrubs, which just happens to be the last hitcom overseen by Cougar Town mayor Bill Lawrence."
3KL228NDMULBYGXBSDQUHDV5V66KGN,2.6,We look forward to your visit....
3WGZLY9VCGLORVLJHYSJLNJHNEWD8N,3.8,We need advice.
35O6H0UNLRFI7Z29TW7RC143Q8S5JR,3.0,"""We need to be careful that when these split-ups occur, that the prime cuts are not offered to private investors and the scraps left to taxpayers,"" he said."
3INZSNUD8ZPO504TMQYXLJES7KED9C,5.6,"""We need to continue to attract outside investments, but it needs to be done in a transparent fashion,"" said independent senator Godwin Hulse."
3EPG8DX9LJPETA57O9CB9XQFZ7XP5A,2.0,We need to know which you have.
3RWSQDNYL8LU4U92GITFJF3OMVPFFH,2.4,"""We only had them for that one day and then Bruce had to go off to Istanbul and Arnold had to go back and do his governmental stuff. But I was impressed because they got up at 5:30 in the morning to do this."""
3ZG552ORAL3ZZXJGS2JCHICL1L82V8,3.2,We particularly like the locals scene over the touristy places which are often spoke of here in the forums.
3NFWQRSHVDD0IU5XR2ZX1030NAPFGG,2.8,We plan to drive from Boston to Washington and plan to visit a big outlet on the way and perhaps stay over the night.
3I7SHAD35LVNVBMDKMZGQDAGL8HM7Q,2.0,"WEP, WPA?"
3B623HUYJ3PUTK41EON8GM5HOH5S8V,1.4,We read and read about a lot of bullshit.
3A9LA2FRWRDVICRTB2N1S7F86FXXHN,2.2,"We're curious, how many of you iPhone fanatics rely on a baseband unlock to have a functional iPhone?"
3KTZHH2ONHERVPRWURRM4D6BWSNM8D,2.4,We're going to downeast Maine (near Bar Harbor).
3JMNNNO3B03CEMJLICO83KVZ8UA2WI,3.8,We're huge fans of ubiquitous capture - recording everything that comes to mind when it comes to mind - as a method of getting organized and keeping things from slipping through the cracks.
37OPIVELUT2JMZJ00SVN8Z4A5UPAHX,5.4,"Were it to produce its own hardware, Google would not only risk alienating HTC, Motorola and other Android partners but also Apple, whose iPhone depends heavily on Google services like Maps and YouTube."
3E9ZFLPWOXRVE72DHK5MSJGN6SCXIG,2.8,'We're not animals'
3BVS8WK9QZUO14ZCCOD43MPVNPPIBT,4.0,"""We're representing many victims against the SEC,"" Lax said."
3P520RYKCG5RLFD35VB5J3DE7OPU5B,5.2,"""We respect her decision and wish her the best in the future,"" said spokesman Bob Reed, who added that Quinn plans to fill the position."
36JW4WBR05JEIQ08B8HFM0F12A2FHF,2.2,We're taking our camper and heading that way for our yearly week-long trip.
3ZC62PVYDG9S42R8G65NVT32U5HXXH,3.4,"""We're talking about each others career's,"" he said, ""why we joined, having fun and getting to know each other."""
3UYRNV2KISYXD7CW6S6MHSVB1IYN8F,3.6,"We're talking to Motorola about this, and we're not sure if it's an Android issue, something to do with the DROID specifically, or something else."
360ZO6N6J0IR9UA6ZJX0491MGY5M92,3.0,"We rode bikes in, which doesn't require payment, so I'm not sure what the fee is."
3AJA9FLWSBXEELBSHQZ0MCGG2NHFI8,5.6,"""We see that happen in our own country where, for whatever combination of reasons, one of the candidates decides not to go forward,"" Clinton told reporters in Abu Dhabi, United Arab Emirates."
3JTPR5MTZRBDIJ8RBH73DG4G5XS5KQ,4.4,"""We see that happen in our own country where, for whatever combination of reasons, one of the candidates decides not to go forward,"" Mrs Clinton told reporters in the United Arab Emirates."
3P458N04Q0GR3MOBSHKU5396HWG2XB,4.0,We started this series by looking at the education sector.
3HUR21WDDTOH47HIL2RPE7ABWBBXYN,3.2,"We stayed at the Comfort Suites, Lake George last year."
3BO3NEOQMZGJIUUK6AD88B5P574AIQ,1.6,"We stayed at the Marriott Residence Inn...dog friendly if anyone is interested..very nice, breakfast included."
3AXFSPQOYPXA9WVYZ8K0YDVGF26FJK,5.4,"Western officials hoped that Abdullah would make a gracious exit for the good of the country rather than denounce Karzai for fraud, a move that could sharpen tensions at a time the United States and its allies are seeking unity against the Taliban."
3S8A4GJRD22NHY2HF4VF7VTXHQAV6I,5.2,"""We thought that sooner or later, everyone would have to recognize the elections, even without the return of Zelaya, but we realized it was going to be a very painful, costly process,"" Martha Alvarado, deputy foreign minister and frequent spokesperson for the de facto government, said in a telephone interview from the capital, Tegucigalpa."
33P2GD6NRMRPYCSMCJ8C2D76A6JKHM,3.2,"""...We took some shots early and they were doing a good job getting to us, and we just needed to settle down as an offense and get into a rhythm. We were finally able to do that."""
3OCZWXS7ZN6O2PQ9WHJ4SGHVUXX5LT,4.0,"""We track tons of stuff - where people die, how many weapons are used, what's the most used weapon in a particular area, what's the longest playthrough for a checkpoint,"" Minkoff said."
3LCXHSGDLS5B2LESRR988W13ZK4SEV,2.8,We tried in many ways to configure the ATI video card but it looks as the G5 wan't work with Ubuntu 7.04.
3BAWBGQGYKY6LYGMYE07D9TTC1UV7H,4.4,We used Insights for Search to track the fastest-rising searches related to [costume] in the U.S. in 2009.
3D06DR5224I5EDKBRPB004C6MGNMAH,3.6,"""We've all been to prison, and we know the code of how you're supposed to behave."
3D7VY91L64WAXNP3X3BWVFWC4Y8MBC,5.4,"We've been avidly playing with the Verizon DROID by Motorola since its launch on Wednesday, and while we think it's still too early to give a definitive opinion on the Android smartphone either way, we wanted to share some highlights."
37PGLWGSJS5PU736I1QX2P8LAJYKIF,3.2,We've got the video all queued up for you after the bounce.
3EQPA8A373VGEDMY0KE715BYR7ZZJR,1.8,We've never heard of it before either!
37M4O367VIH8878UWTKJSTWKU2N5MV,3.4,"We've said it before and we'll say it again: we couldn't be more pumped for Sylvester Stallone's all-star action extravaganza, The Expendables."
3EN4YVUOUBRR9IMJZ2QM4KVNJ71XJS,2.4,"""We want him to not like us, although I like him, I like the guy,"" he said."
3G5RUKN2EB2XRCV6BKC0HOQMLOGN94,1.8,We watch it on TV and in movies.
3SSN80MU8BNMK2S1HNQY5ZV0YW1XKR,4.2,"""We welcome competition and objective opposition,"" he told delegates."
3ZFRE2BDQ8DH9XRNHOT8SEJD25FXZE,2.6,"We went to the new location this summer, and loved it!"
3B286OTISDGFD5EQOSY8KCKPIMTAJ2,3.4,We went to this restaurant because they take the Entertainment Card.
3HO4MYYR11NN4JDHAELAB9RE3J0U6R,2.8,We were just in Saratoga Springs Memorial Day weekend and drove by it..it looks fantastic.
373L46LKP65LPINC0JBXEQNLNYNKJR,3.6,"""We were searching in that area because of the drift that would have naturally occurred after that event."""
30QQTY5GMJJ68JRMTOQ2HNRAYUKU7Q,2.2,* We were thinking of getting the train there (?)
338GLSUI42A38ZEOM2TEQEM3BLJSFD,2.6,We were thinking of Lake Placid ...
3N5YJ55YXF2BWV5B3QQ0DJ16R6YNAJ,3.0,We were thinking of Mystic Seaport along the way but need ideas in NY state.
3L84EBDQ361G02TUI4B9F5NY2NNKKQ,3.4,We will be coming to New York in November - I need to find a Walmart - can you let me know if there is one near which is within travelling distance from the subway/cab.
3P7RGTLO6DCAOPK86DYKLRK2XBTAK1,3.6,We will be leaving at about 10am.
3O2Y2UIUCPT5KG1GHTKCZSVTUR6FKJ,4.8,"""We will have an assessment of the issues that arose - why this has turned out to be so acute,"" he said."
3NCN4N1H1FGGF5A394QW8ULC9OJNBE,2.0,We will have to give that a try this summer.
3NOEP8XAU31NVTPHUFV61GHZS68PXL,4.2,"""We will match whatever they do,"" she said."
3VGET1QSZZYJ0NGROO53ZBC7JAW7W3,3.6,We will most likely get the pass I've read about.
368IUKXGA47ACE5LTSMG134FV28P6Q,2.6,We will need a hotel that can accomadate us!
3UQ1LLR2697L8V2QRDAL0RXHMBYAL4,3.4,"We will spend all of Saturday morning in Cleveland (where I lived for 11 years, she's never been west of Jersey) and then drive to Detroit to spend Passover with my family (The GF isn't Jewish, new experience for her)."
3HRWUH63QT1EQPTU8UZJ58LKZSX5NV,2.4,"We will spend Monday evening at the Doubletree, priceline'd for $70, and have dinner at The Keg."
3IKDQS3DQDZ7B9RIQO9ZE6VD5APIC0,3.0,"'We will want to see stuff on the ground, in the High Street. That is what is needed for proper competition.'"
3ZRKL6Z1E729MZAJXMZW8ZMFC0JSGC,4.4,"""We would also hold a Competition Commission inquiry into the banking market."""
3U18MJKL1TLZPA29N4MRJERUR9JNCL,3.0,"We would go there again, although not sure if my kids would like it as much as pizza!"
3MJ28H2Y1D7W8AT699ZWKXLPP225OA,4.0,We would probably prefer to stay close to as many of the main attractions as possible.
3PA41K45VM3TGEJQC2R87H4BQDSP7P,2.8,What a bad advertisement for Ubuntu
3SA4EMRVJU1FY3J6R36ZS2UOIZOP0R,1.4,"what about a little script that calls your notification script (or better a start-stop-daemon?!), executes it in the background (with ampersand &)and then terminates, so that udev can continue?"
39HYCOOPKNK3CKNNBZ22Q5KC7JKMDJ,2.2,What about apparel retailers?
3QREJ3J432WRK8BC34NAU50DRNSKLT,3.0,"What about Kdiary; Ktagebuch; GTK Journal; Xournal, Zim; Kontact?"
3UZUVSO3P6U84Q1N7UDMWN2X7VLMEC,2.8,what advice is there that will make wifi-radar not crash one's computer?
3PN6H8C9R3P2AJEYEWCXHEPCD2WDAR,3.2,What am I doing wrong?
3RWB1RTQDIMXGSO9M7JELH061XYP8C,2.8,What am I missing?
3DW3BNF1GGHALCL58JSDR9PONL0V84,3.4,What are Hulu's Mysterious Plans?
3IVKZBIBJZ8NMV5UHSHETZYGR0WSHB,2.6,What are the best deals for day trips (flights) to Niagara Falls at the end of August?
3CVDZS288GZ0A41J25XSE5NXJW0MFU,2.8,"What are the quiet, laid-back beaches in the area (Shelter Island, Orient Point, Southold)?"
3SV8KD29L3RBPXSGI5EJ2KBB6WZZKQ,2.6,What are the rates?
3JMQI2OLFY49U28NN0H23K9CC9VNDL,2.6,What a treat we found.
3TL87MO8CLOG4MJY2TWDES88JRBFLM,2.4,"""What can we do?"""
3MGHRFQY2KO97HB7IQ2I5TN0M4QY0T,3.6,"What car lovers wandering through such a museum might someday see are samples of a mind-boggling inventory assembled in a stunningly short amount of time, from the world's best assortment ofDuesenbergs - including the most expensive one ever sold - to iconic American muscle cars to the rarest Ferraris to a Lincoln ordered by Queen Elizabeth II."
3Z33IC0JCZLAZH4FDBYRR5KZ7RIV9T,3.2,What connection speed do you get?
3CVDZS288GZ0A41J25XSE5NXJW1FMO,3.4,"What counts as an essential iPhone app changes all the time, and so should our guide:"
38EHZ67RILR6O4XEDP3AWQN9KB0MGT,2.8,What does it mean?
3M0556243RJ6SMMJE6CSRKCXOMBFNO,4.0,"What does seem clear is that what Maue calls the global ""recession"" in hurricane activity probably will end soon."
3PUV2Q8SV337TTJQKACTCP9IVKHDBM,3.2,What do you get when you type fglrxinfo in the console?
3L21G7IH46V9E6WPE96IJY6ARWWY1W,3.0,What do you think?
3EPG8DX9LJPETA57O9CB9XQFZ7Y5PR,3.6,What else does not work in general terms...not interested in isolated problems.
3K3G488TR17ZTM6MOMR092GP43K5QI,4.4,"What ensued was 2 1/2 hours of beatings and raping, at times with a foreign object."
363A7XIFV3LO40EK5HCRN0VJD90VA8,2.6,what errors does it give?
391JB9X4ZX7BQQTX3GOPUIF2RSIKMV,2.4,"""Whatever sounds good to my ears, I'll vote for that."""
356ZPKYPUGGCVYFRZBH8KUO8UC2PYR,3.4,"""Whatever the results are I don't think they portend a lot in dealing with the future,"" White House press secretary Robert Gibbs told reporters on Friday, pointing to the fact that Democrats won the Virginia and New Jersey governors' races in 2001 despite a very popular President Bush, with Republicans picking up seats in Congress in 2002."
344M16OZKHEEM8MNJVSM92RXCLWNEE,4.6,"What, exactly, is it that ""journalists are supposed to""?"
3MVY4USGB5MNIQGENAZZTBZVRDBSI4,2.8,What file is it that I have to download?
3Y3CZJSZ9JSZ5NLM11G0ESQU0PM5RJ,3.4,What fools our fathers were if this be true.
37MQ8Z1JQDVG3RELXD6WOHGFJ2A2YH,3.2,What graphics card do you have?
3XEIP58NLZMM93AY35QKHKOQVW4ZLT,3.6,"What happens, exactly?"
3D3B8GE891QXUX7JRZPSLDVHL3GP91,1.8,what helped zenity to be executed was sudoing it and telling it with which user and display to connect it:
3XBXDSS887IX48AJ2N2ZKZ8FNW6XLU,3.8,"What I found when I arrived was a lot of very gracious,extremely busy people."
3P7QK0GJ3SKG8HOQTZ8F2OPHPWE2Z8,2.2,What I have noticed is (I used Clem's script with the sudo umount) it doesn't seem to work without the sudo.
37MQ8Z1JQDVG3RELXD6WOHGFJ2AY2D,3.6,"What I like is that the text is written in a open format, XML."
31YWE12TEZBYPNLHYT1P1UQESC27XW,4.6,"""What is being looked at seriously is whether we need further increases in spending next year,"" said a Labour source."
3YZ7A3YHR4SB62LZGQG542VQMR55S7,3.2,What is everyone using for these settings?
3WJGKMRWVH8Q3YBWYA8ON9F0D5HDCT,2.6,What is the command to remove this obsolete folder from the terminal??
3J6BHNX0U8RH88EXFH3P7X42WISKNV,5.8,What is the effective difference between unmounting and ejecting external media?
3NRZ1LDP7V5C0OPWVXJRY1XA066PZI,4.4,What is the general consesus on the safest way to remove the drive?
36AZSFEYZ3ZTNAJCBVCNIBFPVRLVB3,3.2,What is the monitor that you are driving?
3M0556243RJ6SMMJE6CSRKCXOMBNFW,4.0,"What is the native resolution of the 17"" Studio Display?"
3RIHDBQ1NDXKO0SPXVLSHQZAZBDMHS,3.8,"What it doesn't have, despite Flickr's initial success, is any momentum in social media."
3NCN4N1H1FGGF5A394QW8ULC9OKBN3,1.8,"(what i tried up to now * the ampersand ""&"" after the script, which usually works in normal terminals * disown; unfortunately it seems to kill the script.)  and finally here's the corresponding udev-rule:"
3D06DR5224I5EDKBRPB004C6MGOAM6,4.4,What kind of display adaptor does your system have?
3RSBJ6YZEBPOA7MVFLC569C2EWGFO3,3.6,What kind of error message are you getting ?
3L4YG5VW9MR08QHAY63Z7FXIY5TDDT,3.0,What more can you ask for.
3IJ95K7NDWBC6MIEPQIA95C9P1BNGV,2.2,What others are out there?
3YO4AH2FPCJ0YFKLRGLOS7KYNV9Q0I,2.8,what's a start-stop daemon?
3VIVIU06FJBKKV393D3DH20PZOSMIL,3.2,"What scares her: ""Clowns. That, and becoming my mother."""
3GONHBMNHUX6FLSJ3HRZHX3FV1UZMV,3.2,"What scares her: ""Getting pregnant."""
36MUZ9VAE5150WVAU1EJDXF3YHUDEM,2.6,"What scares him: ""Big, giant rats and opossums."""
32CXT5U14F2A8XW53TI8VNN59EQU8D,2.8,"What scares him: ""I'm really only scared of heights."""
3GL25Y6842THAQS42Z3EKCN4N1WXMW,1.6,whats going on here
3N5YJ55YXF2BWV5B3QQ0DJ16R6YAN6,3.4,What should I do?
375VMB7D4IIHG1XWQK4AYCDVQA1ID0,2.4,What's in the future?
3DZKABX2ZH4CXFBIPV8ITVL7DCLVCA,3.6,"What's more surprising is that, globally, the picture's much the same."
3EFNPKWBMRN8REEJT59SFZRND3V30S,2.2,What's the best thing to do.
3OJX0UFJ0Y6AM2FF8LOMVJIGTK8U92,2.4,what's wrong with my theme installation?
3QQUBC64ZDDNS8D4E0IEXRC4SR6XNW,5.0,"""What the prime minister has offered in specifics on restraints on a policy of settlements ... is unprecedented,"" she said."
3SX4X51T8Z8TEG5N45QDS81BHG3AOL,2.0,What type of network?
32K26U12DMNM27HWPR3TD13PYCXVDA,2.4,What use cases are being discovered?
3QTFNPMJC5HCX3DJFI6ZUCSF0R4ZNV,5.8,"""When a collector's report is bluntly denied by a Chief Justice of a High Court, we have to resort to some independent inquiry,"" the CJI told TOI."
3JGHED38ECQNPSBR3PNRK8XNUIW7Y2,5.0,"When asked if the Governator was rusty since he hasn't been on screen since 2004's Around the World in 80 Days and has spent most of his time in Sacramento, Stallone laughs and says no."
3VW0145YLXBGF6NFLVODT3FPC3HMJX,5.2,"When Corben appeared in Parramatta Local Court yesterday his solicitor, Mitchell Cavanagh, told the magistrate the sex was consensual and said both participants were completely naked."
3M93N4X8HJMJD10K5SKZ5CEV4S0SJG,4.2,"When feeding our pets takes 17 times more land than feeding our supposedly rapacious electricity demand, it's difficult to argue that energy sprawl, for solar, is a major problem."
391JB9X4ZX7BQQTX3GOPUIF2RSHMKW,5.4,"When he was appointed, ""People said, 'He's the 60th vote.' It could be the difference - as long as the other 59 are in place,"" Kirk said."
31N9JPQXIOHQ6IDP9W0SU5OA41ONHU,3.6,"When he was on his game, that is."
3D17ECOUODU8Y3Z1PODST4AXIV131V,2.6,"When I click to install script, the browser tends to download."
3N2YPY1GI5XRUDVWLMEDJJLAYOYVE3,3.6,When idle you should be safe to remove power by unplugging the USB or for that mater powering down the PC.
3RBI0I35XD25O9A41DK17RL7PGAY3O,2.4,When I exit Impress it then tells me that it is going to recover the document.
3JYPJ2TAYH76V7YWULPKV9HSO1CFPK,2.2,"When I first installed Feisty, this was, to put it shortly, broken."
3OID399FXF6X6AV6PCYPVF03AI9DF4,2.8,"When I hotplug it into the PCMCIA slot, it does appear as serial port ttys04."
3K3IX1W4S5QBZGHOJ53SH861RLZAP2,3.4,"When I'm interacting with a friend or a family member, they'll often drop a hint of some kind indicating a Christmas or birthday gift they'd like to receive."
3EKTG13IZT2MAWBFOG0Q9ISHGSMMLZ,4.4,"When immigration authorities said they found him to ""lack good moral character,"" he filed a complaint in U.S. District Court in Yakima."
3XUY87HIVOD6GET0OS159V76GXCMM1,2.2,"when i reattached the monitor to the g3 and booted it, suddenly everything is much larger, even the yaboot prompt."
386T3MLZLMUUSBKP5M4O6GZYTPN80P,2.6,"When I run ""startmol"" this is what I see:"
37SDSEDIN81UZ057158OKLI8YHT81S,2.4,"When I run the card in windows, it works good."
3ZLW647WAKUFNOHX8SD6YNK2A1F32C,3.0,When I select the desktop I got the following message
35NNO802AUVQ2DO9FEIDUHPP4E3NIN,2.4,When is the best time of year/month to visit New York for pleasant weather without being too hot or too cold !
3UUIU9GZC44CL2YE5QLVE7RCOAJ5TW,2.2,"When it comes to holidays, Halloween is one of our favorites."
3VLL1PIENPNUFODVGX6C91SKQ19ZOA,5.6,"When it comes to same-sex marriage, for example, 58 percent are for it, and 35 are opposed, while the older generations are 60 percent against it and only 31 percent for it."
3VI0PC2ZAXJ5ATDGFFIRCGC9I1BXOB,6.2,"When it did occur, lupus nephritis led to a 4-fold increased relative risk of kidney transplant failure; however, the overall risk for the loss of the new organ attributed to lupus developing in the transplanted kidneys was only 7%."
3TC2K6WK9F11OLN3K982P4SDQN7829,2.2,"When it does not, I am able to get it connected with wifi radar."
30EMX9PEVJIEOL62NDKB6RE8JH0SKF,3.4,When I toured the facility I found that each room has it's own kitchen and bath and is much cheaper than a hotel.
3JAOYN9IHK1486DGCSRBHXPUGFF33N,2.4,"when I use startmol -X, by screen leaves the gui mode and I have to restart to get it back."
35XW21VSVFDP8ROK8DWCLRRN8H5SLI,5.2,"""When I was attacked, they took away the biggest thing that I enjoyed,"" Arreola recalled, ""which was my legs."""
3P520RYKCG5RLFD35VB5J3DE7OQ5UN,1.8,"when i was installing ubuntu, i felt like it was partitioning for me."
3XAOZ9UYRYQ05453NZPO6C38SNFQ1L,4.0,"""When I was police chief, I relied too heavily on the people who have the science and biology degrees,"" Bradford said."
3D1UCPY6GF8Q93JMO9M78EX5W1783K,4.6,"When MacArthur arrived at the dock with his family and key commanders, he found waiting for him a trio of tiny, dilapidated motor torpedo boats crewed by dirty, emaciated men with long, unkempt beards and wild eyes."
30P8I9JKOHKRYU23ALLAFPFXLVZ5VC,4.6,"When Pelosi was asked by a reporter exactly what in the Constitution permits the federal government to force people to purchase a service, her answer was, ""Are you serious? Are you serious?"" before moving on to another question."
32TMVRKDGMXBRZ2QONRQIJPBA13845,2.8,"When recently asked if she's more drawn to do family-friendly projects or going in the opposite direction because of her daughters, Jen told HuffPo, ""I don't really feel like I'm driven away from doing family stuff or towards it. I look at the scripts that come my way. I look at the script that we're developing in my production company. It's much more about finding something that I like to do than it is about some overall thing like, 'I better stay away from family movies' or 'I'd really like to do a family movie.' I mean, if a family movie came along and it was great, then I wouldn't care if I had no family or a family of ten kids, I'd still want to do it."""
351S7I5UG8VMXO8FXW3D6I4PHTSNJZ,3.6,"When safely removed from Windows, my USB Flash/Thumb drive's LED turns off."
35YHTYFL1F2J0RVSGXYJ116AAPDVFL,4.2,"When sectarian violence was at its peak, he said, people in Baghdad were not interested in his work, so he left for Dubai and the northern city of Erbil."
30EV7DWJTUU4LSXMKFIZEUXRZ7CY6U,4.4,When the aiprort is completed Nascar plans to take over the small commuter airport.
3R0WOCG21L8MPSSWK1TOHF16K5NUDJ,5.2,"When the nurse realized what happened, the school called Troy to appear - and the nurse asked her to sign the consent form even though the shot was already given to her daughter."
3P6ENY9P78VYSH2YCGN0PXSTI2UIH9,4.8,"When the pigeon catches on to that, the reward is given for larger movements to the left, and so on, until the pigeon has turned a complete circle before getting the reward."
372AGES0I348765W77ZV6BHETOVXRK,4.6,"When the service was originally launched, it came with little fanfare."
382GHPVPHRQPQ2WKC6WUR2H0UFB348,3.2,"""When the situation was bad, I took care of the garden more than when it's good,"" he said."
33CLA8O0MHAR7KEB7DT904H7PJ0FRC,4.2,"""When the situation was dangerous, people from other neighborhoods were unable to come here, and we couldn't go there,"" he said."
3CIS7GGG64IRHY6WGW48NXJRKHOUEC,4.4,"When the wine was decanted, the particular funnel that the sommelier used caught my friend's eye - it was quite an interesting one."
3TKXBROM5S9UJNXO0GQL1A88VUYIJE,2.4,When they were ahead going into the fourth quarter they were 57-7.
3CKVGCS3PF4CBVZYJKATN7ZZ5JV0SI,5.0,When USB storage is mounted it will show up in Nautilus under Places and will disappear from that list when the unmount is complete.
3Z3R5YC0P2M4NZR3B2Y40JIPD4XFTP,1.8,when was the last time you tried it
3QX22DUVONGP61N92K2WWRQJ7QPVMS,4.0,"""When we dump garbage in the drains that are built by government we simply aggravate the problem of erosion. And this waste combined with the force of the flood and trying to erode the soil and sometimes they actually block the channel that has been created for flood dispersion and the floods come back and actually destroy their homes, and at that point they call on government."""
3D1UCPY6GF8Q93JMO9M78EX5W1738F,3.0,When we were leaving the restaurant I quickly scribbled a few notes about the style of the funnel.
3TX9T2ZCB802KXMX7JXMQV56T38ZWM,2.6,"when x starts, the monitor only displays 1/4 of the screen."
3SSN80MU8BNMK2S1HNQY5ZV0YW2KXF,2.2,"""When you don't share it, you're kind of really abusing the reason it was given to you."""
33QQ60S6ARHSQ8R28P5T28HNQGG0UY,2.8,When you get the result look for the http row.
3EAWOID6MSWS3NG2DFFYYUJ64NP0VN,3.4,"""When you have a team on its back,"" Pierce said, ""it's important to keep them down there."""
